id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Snubbull [Reverse Holo] #87,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 087/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Solrock [Reverse Holo] #93,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 093/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Spoink [Reverse Holo] #90,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 090/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Steenee [Reverse Holo] #17,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 017/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Stoutland [Reverse Holo] #172,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 172/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Surskit [Reverse Holo] #6,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 006/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Swablu [Reverse Holo] #169,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 169/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Tadbulb [Reverse Holo] #75,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 075/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Tadbulb [Reverse Holo] #76,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 076/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Team Star Grunt [Reverse Holo] #195,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 195/197; Reverse Holo; Uncommon,0,5,2026-08-23,,,,
,Thundurus [Holo] #70,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 070/197; Normal Holo; Rare,0,16,2026-08-23,,,,
,Toedscool [Reverse Holo] #118,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 118/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Toedscruel [Reverse Holo] #119,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 119/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Togekiss [Holo] #85,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 085/197; Normal Holo; Rare,0,8,2026-08-23,,,,
,Togekiss [Reverse Holo] #85,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 085/197; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Togepi [Reverse Holo] #83,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 083/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Town Store [Reverse Holo] #196,Pokemon Obsidian Flames,35,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 196/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Toxel [Reverse Holo] #71,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 071/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Toxtricity [Holo] #72,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 072/197; Normal Holo; Rare,0,16,2026-08-23,,,,
,Toxtricity [Reverse Holo] #72,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 072/197; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Tsareena [Reverse Holo] #18,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 018/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Tympole [Reverse Holo] #50,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 050/197; Reverse Holo; Common,0,5,2026-08-23,,,,
,Tynamo [Reverse Holo] #67,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 067/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Tyranitar ex [Holo] #66,Pokemon Obsidian Flames,139,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 066/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Varoom [Reverse Holo] #154,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 154/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Varoom [Reverse Holo] #155,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 155/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Varoom [Holo] #206,Pokemon Obsidian Flames,286,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 206/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Vengeful Punch [Reverse Holo] #197,Pokemon Obsidian Flames,36,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 197/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Vespiquen ex [Holo] #212,Pokemon Obsidian Flames,149,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 212/197; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Vulpix [Reverse Holo] #28,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 028/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Whiscash [Reverse Holo] #109,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 109/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Wiglett [Reverse Holo] #58,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 058/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Wugtrio [Reverse Holo] #59,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 059/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Yungoos [Reverse Holo] #176,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 176/197; Reverse Holo; Common,0,6,2026-08-23,,,,
,Zigzagoon [Reverse Holo] #167,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 167/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Abomasnow [Holo] #11,Pokemon Paldea Evolved,4,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 011/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Annihilape ex [Holo] #242,Pokemon Paldea Evolved,471,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 242/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Baxcalibur [Holo] #60,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 060/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Baxcalibur [Reverse Holo] #60,Pokemon Paldea Evolved,34,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 060/193; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Bellibolt ex [Holo] #79,Pokemon Paldea Evolved,80,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 079/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Boss's Orders [Holo] #172,Pokemon Paldea Evolved,33,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 172/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Boss's Orders [Holo] #248,Pokemon Paldea Evolved,988,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 248/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Ceruledge [Holo] #98,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 098/193; Normal Holo; Rare,0,3,2026-08-23,,,,
,Cetoddle [Reverse Holo] #53,Pokemon Paldea Evolved,19,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 053/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Charcadet [Reverse Holo] #39,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 039/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Chi-Yu ex [Holo] #259,Pokemon Paldea Evolved,5395,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 259/193; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Chi-Yu ex [Holo] #40,Pokemon Paldea Evolved,71,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 040/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Chien-Pao ex [Holo] #61,Pokemon Paldea Evolved,101,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 061/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Copperajah ex [Holo] #150,Pokemon Paldea Evolved,70,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 150/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Croagunk [Reverse Holo] #114,Pokemon Paldea Evolved,13,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 114/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Dedenne ex [Holo] #93,Pokemon Paldea Evolved,112,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 093/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Deino [Reverse Holo] #138,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 138/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Delibird [Reverse Holo] #46,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 046/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Delivery Drone [Reverse Holo] #178,Pokemon Paldea Evolved,11,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 178/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dendra [Reverse Holo] #179,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 179/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dudunsparce [Reverse Holo] #157,Pokemon Paldea Evolved,25,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 157/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Electrode [Reverse Holo] #67,Pokemon Paldea Evolved,23,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 067/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Falinks [Reverse Holo] #119,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 119/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Falkner [Holo] #251,Pokemon Paldea Evolved,130,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 251/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Fighting Au Lait [Reverse Holo] #181,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 181/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Flamigo [Holo] #227,Pokemon Paldea Evolved,1208,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 227/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Fletchling [Reverse Holo] #163,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 163/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Forretress ex [Holo] #5,Pokemon Paldea Evolved,66,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 005/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Frigibax [Reverse Holo] #57,Pokemon Paldea Evolved,18,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 057/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Fuecoco [Holo] #201,Pokemon Paldea Evolved,5842,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 201/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Garganacl [Holo] #123,Pokemon Paldea Evolved,16,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 123/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Glimmora [Holo] #126,Pokemon Paldea Evolved,4,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 126/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Grusha [Holo] #253,Pokemon Paldea Evolved,364,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 253/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Gyarados [Holo] #43,Pokemon Paldea Evolved,32,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 043/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Hariyama [Holo] #113,Pokemon Paldea Evolved,6,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 113/193; Normal Holo; Rare,0,4,2026-08-23,,,,
,Hydreigon [Holo] #140,Pokemon Paldea Evolved,18,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 140/193; Normal Holo; Rare,0,3,2026-08-23,,,,
,Hydreigon [Reverse Holo] #140,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 140/193; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Iono [Reverse Holo] #185,Pokemon Paldea Evolved,36,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 185/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Jet Energy [Reverse Holo] #190,Pokemon Paldea Evolved,35,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 190/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Jigglypuff [Reverse Holo] #83,Pokemon Paldea Evolved,27,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 083/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Jumpluff [Holo] #3,Pokemon Paldea Evolved,28,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 003/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Kilowattrel [Reverse Holo] #82,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 082/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Lokix [Holo] #21,Pokemon Paldea Evolved,7,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 021/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Luvdisc [Reverse Holo] #47,Pokemon Paldea Evolved,20,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 047/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Luxray [Holo] #71,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 071/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Mabosstiff [Reverse Holo] #143,Pokemon Paldea Evolved,19,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 143/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Magikarp [Holo] #203,Pokemon Paldea Evolved,38370,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 203/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Makuhita [Reverse Holo] #112,Pokemon Paldea Evolved,17,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 112/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Maushold [Reverse Holo] #168,Pokemon Paldea Evolved,36,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 168/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Meowscarada ex [Holo] #15,Pokemon Paldea Evolved,87,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 015/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Meowscarada ex [Holo] #271,Pokemon Paldea Evolved,895,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 271/193; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Mimikyu [Holo] #97,Pokemon Paldea Evolved,27,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 097/193; Normal Holo; Rare,0,3,2026-08-23,,,,
,Misdreavus [Reverse Holo] #87,Pokemon Paldea Evolved,21,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 087/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Nacli [Holo] #220,Pokemon Paldea Evolved,727,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 220/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Noibat [Reverse Holo] #152,Pokemon Paldea Evolved,16,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 152/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Noivern ex [Holo] #153,Pokemon Paldea Evolved,72,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 153/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Oricorio [Holo] #33,Pokemon Paldea Evolved,15,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 033/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Orthworm [Holo] #151,Pokemon Paldea Evolved,18,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 151/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Orthworm [Holo] #224,Pokemon Paldea Evolved,655,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 224/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Paldean Clodsire ex [Holo] #130,Pokemon Paldea Evolved,73,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 130/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Paldean Tauros [Reverse Holo] #108,Pokemon Paldea Evolved,16,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 108/193; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Pawmi [Reverse Holo] #74,Pokemon Paldea Evolved,25,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 074/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pawmot [Holo] #76,Pokemon Paldea Evolved,9,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 076/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Pikachu ex [Holo] #63,Pokemon Paldea Evolved,443,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 063/193; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Pincurchin [Reverse Holo] #72,Pokemon Paldea Evolved,28,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 072/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Quaxly [Reverse Holo] #50,Pokemon Paldea Evolved,16,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 050/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Rabsca [Holo] #215,Pokemon Paldea Evolved,634,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 215/193; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Rabsca [Holo] #99,Pokemon Paldea Evolved,12,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 099/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Rockruff [Reverse Holo] #116,Pokemon Paldea Evolved,19,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 116/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Rookidee [Reverse Holo] #164,Pokemon Paldea Evolved,16,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 164/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Sableye [Holo] #136,Pokemon Paldea Evolved,21,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 136/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Saguaro [Holo] #255,Pokemon Paldea Evolved,119,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 255/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Shinx [Reverse Holo] #69,Pokemon Paldea Evolved,23,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 069/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Shroodle [Reverse Holo] #144,Pokemon Paldea Evolved,23,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 144/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Shroodle [Reverse Holo] #145,Pokemon Paldea Evolved,18,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 145/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Slaking [Holo] #162,Pokemon Paldea Evolved,25,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 162/193; Normal Holo; Rare,0,3,2026-08-23,,,,
,Slowking ex [Holo] #238,Pokemon Paldea Evolved,1222,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 238/193; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Slowpoke [Reverse Holo] #85,Pokemon Paldea Evolved,30,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 085/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Sneasel [Reverse Holo] #133,Pokemon Paldea Evolved,15,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 133/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Spiritomb [Holo] #89,Pokemon Paldea Evolved,13,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 089/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Sprigatito [Reverse Holo] #12,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 012/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Superior Energy Retrieval [Holo] #277,Pokemon Paldea Evolved,249,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 277/193; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Tinkaton [Holo] #105,Pokemon Paldea Evolved,21,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 105/193; Normal Holo; Rare,0,1,2026-08-23,,,,
,Tyranitar [Holo] #135,Pokemon Paldea Evolved,15,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 135/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Veluza [Holo] #56,Pokemon Paldea Evolved,5,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 056/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Wattrel [Reverse Holo] #81,Pokemon Paldea Evolved,22,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 081/193; Reverse Holo; Common,0,1,2026-08-23,,,,
,Weavile [Holo] #134,Pokemon Paldea Evolved,14,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 134/193; Normal Holo; Rare,0,2,2026-08-23,,,,
,Wigglytuff [Holo] #84,Pokemon Paldea Evolved,26,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 084/193; Normal Holo; Rare,0,4,2026-08-23,,,,
,Wo-Chien ex [Holo] #257,Pokemon Paldea Evolved,1912,Ungraded,Normal wear,,From TCGcollector: Paldea Evolved; 257/193; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Aegislash [Holo] #210,Pokemon Paradox Rift,1204,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 210/182; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Aegislash ex [Holo] #135,Pokemon Paradox Rift,74,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 135/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Bombirdier ex [Holo] #156,Pokemon Paradox Rift,58,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 156/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Brute Bonnet [Holo] #123,Pokemon Paradox Rift,21,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 123/182; Normal Holo; Rare,0,1,2026-08-23,,,,
,Brute Bonnet [Holo] #207,Pokemon Paradox Rift,1870,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 207/182; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Counter Catcher [Holo] #264,Pokemon Paradox Rift,207,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 264/182; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Froslass ex [Holo] #3,Pokemon Paradox Rift,78,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 003/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Garchomp ex [Holo] #219,Pokemon Paradox Rift,806,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 219/182; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
